,flags,time/s,control/V,Ewe/V,I/mA,(Q-Qo)/C,I Range,overvoltage,irfree
466,22,3865.578902347188,0.5822361,0.5818809,0.7823942794948691,0.044497967,40,0.0003911971397474345,0.581489729946129
467,22,3865.891502339291,0.58348626,0.5831291,0.7859178124575852,0.04474328,40,0.0003929589062287926,0.5827361490458891
468,22,3866.204102331394,0.58473676,0.5843827,0.7903145377795138,0.044989858,40,0.0003951572688897569,0.5839875555721442
469,22,3866.516502323502,0.58598644,0.585636,0.7933670806837068,0.0452374,40,0.0003966835403418534,0.5852393361663842
470,22,3866.8291023156053,0.5872368,0.58688533,0.7971047872095465,0.04548618,40,0.0003985523936047732,0.5864867806676135
471,22,3867.1417023077083,0.58848715,0.5881268,0.7996908222589134,0.04573592,40,0.0003998454111294567,0.5877269331914706
472,22,3867.4541022998164,0.5897368,0.5893833,0.8039444186737059,0.045986596,40,0.000401972209336853,0.5889813319097733
473,22,3867.7667022919195,0.5909873,0.59062773,0.8072701136917968,0.04623859,40,0.0004036350568458984,0.5902240948358848
474,22,3868.0792022840324,0.59223706,0.5918937,0.8111195649298679,0.0464917,40,0.00040555978246493394,0.5914881131606503
475,22,3868.3917022761307,0.59348714,0.5931407,0.8146815689623637,0.046745874,40,0.00040734078448118185,0.5927333805366247
476,22,3868.7043022682337,0.59473765,0.5943962,0.8179996377395806,0.047001254,40,0.0004089998188697903,0.5939871741351402
477,22,3869.0168022603393,0.5959876,0.5956427,0.8226229955811171,0.04725779,40,0.00041131149779055854,0.5952313743924071
478,22,3869.329302252445,0.59723747,0.5968885,0.826892450239681,0.04751569,40,0.0004134462251198405,0.5964750363455283
479,22,3869.6419022445625,0.598488,0.59813064,0.8302246441228567,0.04777485,40,0.00041511232206142834,0.5977155310457059
480,22,3869.9544022366536,0.59973806,0.5993796,0.8337158732062413,0.04803501,40,0.00041685793660312066,0.5989627411577878
481,22,3870.266902228759,0.6009878,0.60063064,0.8358583717658661,0.04829604,40,0.00041792918588293306,0.6002127117976986
482,22,3870.579502220862,0.60223836,0.60186,0.8397772561150507,0.04855812,40,0.00041988862805752536,0.6014400981540164
483,22,3870.891902212985,0.6034881,0.6031019,0.8437712129972379,0.048821274,40,0.00042188560649861895,0.6026800235541154
484,22,3871.2045022050734,0.60473824,0.60435927,0.8488871645180609,0.04908601,40,0.0004244435822590305,0.6039348255598919
485,22,3871.5171021971764,0.60598874,0.60561484,0.8530750031082928,0.04935217,40,0.00042653750155414636,0.6051883034827903
486,22,3871.8295021892845,0.6072385,0.60685915,0.8559053422111003,0.04961926,40,0.00042795267110555014,0.60643119487757
487,22,3872.1421021813876,0.60848874,0.60810757,0.8592336012106436,0.049887482,40,0.0004296168006053218,0.6076779500328908
488,22,3872.4547021734907,0.60973907,0.6093577,0.8649247312686252,0.050157137,40,0.00043246236563431264,0.6089252522873808
489,22,3872.7671021655988,0.61098886,0.61061424,0.8678706968369259,0.050427955,40,0.0004339353484184629,0.6101803048211066
490,22,3873.079702157702,0.6122393,0.6118716,0.8720151956776512,0.050700027,40,0.00043600759783882557,0.6114355925532232
491,22,3873.392302149805,0.61348945,0.61311805,0.8754962256478684,0.050973296,40,0.00043774811282393423,0.612680304369781
492,22,3873.704702141913,0.6147392,0.61438626,0.8798029554734939,0.051247668,40,0.00043990147773674695,0.6139463590317542
493,22,3874.017302134016,0.6159897,0.6156226,0.8834206469916974,0.051523395,40,0.0004417103234958487,0.6151808697279263
494,22,3874.3298021261216,0.61723953,0.6168691,0.8884754831646724,0.05180044,40,0.0004442377415823362,0.6164248542460276
495,22,3874.6423021182272,0.6184895,0.6181212,0.892544987193918,0.052078925,40,0.000446272493596959,0.6176749342668095
496,22,3874.9549021103303,0.61974007,0.6193793,0.8963942728345451,0.052358717,40,0.00044819713641727256,0.6189310848612634
497,22,3875.267402102436,0.62099,0.62061924,0.8997990866830534,0.052639514,40,0.0004498995433415267,0.6201693378796016
498,22,3875.579902094556,0.6222399,0.6218523,0.9050045293671545,0.05292161,40,0.0004525022646835772,0.621399776444728
499,22,3875.8925020866445,0.6234904,0.6231159,0.9091700003290839,0.053205352,40,0.00045458500016454196,0.6226613121784854
500,22,3876.20500207875,0.62474054,0.6243574,0.9113237577388311,0.05348997,40,0.00045566187886941556,0.6239017404458072
501,22,3876.5175020708557,0.6259903,0.6255979,0.9170912661880237,0.053775847,40,0.0004585456330940119,0.625139348558648
502,22,3876.8301020629588,0.6272407,0.6268399,0.9191583142714315,0.054063026,40,0.00045957915713571573,0.6263802970177911
503,22,3877.142502055067,0.6284905,0.6280979,0.9245128866449637,0.054351132,40,0.00046225644332248183,0.6276356353642337
504,22,3877.45510204717,0.62974066,0.6293517,0.9307412163989355,0.054641236,40,0.00046537060819946773,0.628886304902207
505,22,3877.767702039273,0.6309911,0.6306178,0.9341818117465728,0.054932863,40,0.0004670909058732864,0.6301507064688521
506,22,3878.080102031381,0.63224083,0.63186353,0.9391101745952035,0.05522565,40,0.00046955508729760174,0.6313939793632334
507,22,3878.392702023484,0.63349116,0.63311327,0.9415338787445933,0.055519745,40,0.00047076693937229665,0.6326424980981643
508,22,3878.705302015587,0.6347414,0.63437,0.9463617699327926,0.055814944,40,0.0004731808849663963,0.6338968480876593
509,22,3879.0177020076953,0.6359911,0.6356015,0.9512504604506766,0.05611149,40,0.00047562523022533833,0.6351258953081047
510,22,3879.3303019997984,0.6372417,0.6368696,0.955817412927586,0.05640973,40,0.00047790870646379304,0.6363917006494627
511,22,3879.642801991904,0.6384914,0.6381088,0.9597165126565983,0.056709107,40,0.00047985825632829913,0.6376289316644785
512,22,3879.9553019840096,0.63974154,0.6393625,0.9637153976829289,0.05700981,40,0.00048185769884146444,0.638880656320171
513,22,3880.267901976127,0.6409921,0.64059335,0.966655801943336,0.05731165,40,0.000483327900971668,0.6401100220326525
514,22,3880.5804019682255,0.64224184,0.641846,0.9699525516024785,0.05761448,40,0.00048497627580123924,0.6413610248724226
515,22,3880.892901960324,0.6434919,0.64309204,0.9752398113631895,0.05791861,40,0.0004876199056815947,0.6426044163415718
516,22,3881.205501952427,0.6447424,0.6443503,0.9793195414132452,0.05822426,40,0.0004896597707066226,0.6438606305277553
517,22,3881.5180019445324,0.6459924,0.6456054,0.9842254193694,0.058531206,40,0.0004921127096847,0.6451132725938126
518,22,3881.830501936638,0.64724225,0.6468432,0.9879858036655627,0.058839552,40,0.0004939929018327814,0.646349202059715
519,22,3882.1431019287556,0.64849275,0.64809036,0.9908079133764893,0.059148986,40,0.0004954039566882446,0.6475949585921399
520,22,3882.4556019208467,0.64974284,0.6493398,0.9955953967386704,0.0594595,40,0.0004977976983693351,0.6488419974142405
521,22,3882.7681019129523,0.6509927,0.6506108,1.0001131674799772,0.059771508,40,0.0005000565837399887,0.6501107479740603
522,22,3883.0807019050553,0.6522431,0.65185654,1.0015049246761176,0.060084537,40,0.0005007524623380588,0.6513557891712679
523,22,3883.393101897178,0.6534928,0.653102,1.0079969332067957,0.060398594,40,0.0005039984666033978,0.6525979822195843
524,22,3883.7057018892665,0.6547431,0.65436,1.0130330266697776,0.06071461,40,0.0005065165133348887,0.6538534798054823
525,22,3884.0183018813696,0.6559934,0.65560377,1.0166067843578173,0.06103196,40,0.0005083033921789086,0.6550954630491663
526,22,3884.3307018734777,0.6572432,0.65685505,1.020196960481428,0.061350256,40,0.000510098480240714,0.6563449482688742
527,22,3884.6433018655807,0.6584936,0.65809613,1.0226790578542655,0.06166966,40,0.0005113395289271328,0.657584795133701
528,22,3884.9559018576983,0.65974385,0.6593481,1.0266956168385954,0.06199019,40,0.0005133478084192977,0.6588347228130712
529,22,3885.268301849792,0.6609936,0.66058147,1.0317760246213368,0.06231188,40,0.0005158880123106684,0.660065581523517
530,22,3885.580901841895,0.6622441,0.66182375,1.03601241643097,0.062635235,40,0.000518006208215485,0.6613057433340208
531,22,3885.893501833998,0.6634943,0.66308683,1.037955625749019,0.06295955,40,0.0005189778128745095,0.6625678537567972
532,22,3886.2059018261207,0.66474396,0.66432416,1.0432750026838957,0.063284785,40,0.0005216375013419479,0.663802526889222
533,22,3886.518501818209,0.66599447,0.66556513,1.0444424436364876,0.0636112,40,0.0005222212218182438,0.6650429118729694
534,22,3886.831001810315,0.6672443,0.666815,1.0478310345707573,0.06393828,40,0.0005239155172853786,0.6662910673737974
535,22,3887.1435018024204,0.6684943,0.6680705,1.0520930466407492,0.06426655,40,0.0005260465233203746,0.6675444486053113
536,22,3887.4561017945234,0.6697448,0.669328,1.0578415680511704,0.06459646,40,0.0005289207840255852,0.6687990535354325
537,22,3887.768601786629,0.6709948,0.6705698,1.0589821101994996,0.064927325,40,0.0005294910550997498,0.6700402864336088
538,22,3888.081101778749,0.6722446,0.6718232,1.0641612814948669,0.065259196,40,0.0005320806407474334,0.6712911229229428
539,22,3888.3937017708377,0.6734951,0.67308676,1.0683544889369219,0.06559265,40,0.0005341772444684609,0.6725525851838152
540,22,3888.7061017629458,0.6747449,0.6743276,1.0719745212133276,0.065927155,40,0.0005359872606066638,0.6737916246626111
541,22,3889.018701755049,0.67599493,0.67557675,1.077181267507477,0.06626322,40,0.0005385906337537385,0.6750381558300219
542,22,3889.331301747152,0.67724544,0.6768321,1.079315270794872,0.06660044,40,0.0005396576353974361,0.6762924222519927
543,22,3889.64370173926,0.6784952,0.6780726,1.082119507881778,0.06693814,40,0.000541059753940889,0.6775315120005146
544,22,3889.956301731363,0.67974555,0.67930853,1.085914851783501,0.06727713,40,0.0005429574258917504,0.6787655762426263
545,22,3890.268901723466,0.6809959,0.68057036,1.0889481681605773,0.0676172,40,0.0005444740840802886,0.6800258899143328
546,22,3890.581301715574,0.68224555,0.6818032,1.0915493669545455,0.06795791,40,0.0005457746834772728,0.68125745178747
547,22,3890.9064017073615,0.68354595,0.68326634,1.0894119912116444,0.068316,40,0.0005447059956058222,0.6827216356906429
548,22,3891.2315016991633,0.6848462,0.68457824,1.0885503050370886,0.068676904,39,0.0005442751525185443,0.6840339647652366
549,22,3891.543901691257,0.68609595,0.685819,1.0856515898796744,0.06902305,39,0.0005428257949398372,0.6852761444084599
550,22,3891.85650168336,0.68734646,0.687079,1.090350422144578,0.06937,39,0.0005451752110722889,0.6865338371828791
551,22,3892.1690016754656,0.68859625,0.68833137,1.0918326833038208,0.06971774,39,0.0005459163416519103,0.6877854492436752
552,22,3892.4815016675857,0.6898463,0.68960315,1.0976645209951776,0.07006656,39,0.0005488322604975889,0.689054317630402
553,22,3892.794101659674,0.6910968,0.6908526,1.0984526715542504,0.07041655,39,0.0005492263357771252,0.6903033561189043
554,22,3893.10660165178,0.6923468,0.6921081,1.1021848426218455,0.07076704,39,0.0005510924213109228,0.6915570022709193
555,22,3893.4191016438854,0.69359666,0.6933487,1.1039782786509882,0.07111825,39,0.0005519891393254941,0.6927967166292597
556,22,3893.7317016359884,0.6948472,0.6945953,1.1092338480446884,0.07147091,39,0.0005546169240223442,0.6940406603853954
557,22,3894.044201628094,0.69609725,0.69585586,1.1109300848201078,0.07182469,39,0.0005554650424100539,0.6953003908993624
558,22,3894.3567016201996,0.69734704,0.69709265,1.1135631396746497,0.07217892,39,0.0005567815698373249,0.6965358707510245
559,22,3894.6693016123027,0.6985975,0.6983412,1.1151295135631756,0.072533846,39,0.0005575647567815878,0.6977836260581903
560,22,3894.981701604411,0.6998472,0.69958323,1.11952140535376,0.072889544,39,0.0005597607026768801,0.6990234717001247
561,22,3895.294301596514,0.7010974,0.7008411,1.1214211052585163,0.0732465,39,0.0005607105526292582,0.7002804182735121
562,22,3895.606901588617,0.7023479,0.7020937,1.124375616016465,0.07360448,39,0.0005621878080082325,0.701531532628088
563,22,3895.919301580725,0.7035976,0.7033366,1.1272610022459517,0.073962756,39,0.0005636305011229759,0.7027729659878297
564,22,3896.231901572828,0.70484805,0.7045656,1.1280978568294273,0.07432179,39,0.0005640489284147136,0.7040015357311618
565,22,3896.544501564931,0.70609826,0.7058324,1.131535277070646,0.07468172,39,0.0005657676385353229,0.7052666541410972
566,22,3896.8569015570392,0.707348,0.7070702,1.1352017777136396,0.07504237,39,0.0005676008888568198,0.7065025709441816
567,22,3897.169501549157,0.7085984,0.70831746,1.1371918639735679,0.07540414,39,0.0005685959319867839,0.7077488626976214
568,22,3897.4821015412454,0.7098486,0.7095878,1.1434463722692563,0.075767204,39,0.0005717231861346281,0.7090160892375714
569,22,3897.7945015333535,0.7110983,0.71083456,1.143957939876298,0.076130986,39,0.000571978969938149,0.7102625838085348
570,22,3898.1071015254565,0.7123488,0.7120903,1.147025014902317,0.07649556,39,0.0005735125074511584,0.7115168009271496
571,22,3898.4196015175694,0.7135987,0.7133381,1.147398920750497,0.076860696,39,0.0005736994603752486,0.7127643776079536
572,22,3898.7321015096677,0.7148487,0.7145879,1.151981743064347,0.07722656,39,0.0005759908715321735,0.7140119359930919
573,22,3899.0447015017708,0.7160992,0.7158326,1.1524577578891595,0.077593215,39,0.0005762288789445798,0.7152563621778791
574,22,3899.3572014938763,0.71734923,0.7170781,1.1556967131379956,0.07796032,39,0.0005778483565689978,0.7165002413574812
575,22,3899.669701485982,0.7185991,0.71832824,1.1572687191928104,0.07832823,39,0.0005786343595964052,0.717749603173973
576,22,3899.982301478085,0.7198495,0.7195675,1.1599904000933758,0.07869697,39,0.0005799952000466879,0.7189874825030478
577,22,3900.294701470193,0.72109926,0.72083074,1.1625131584404542,0.07906631,39,0.0005812565792202271,0.7202494819652439
578,22,3900.607301462296,0.7223494,0.72207564,1.1650213385895611,0.07943667,39,0.0005825106692947806,0.7214931304859481
579,22,3900.919901454399,0.7235999,0.7233207,1.1651285692481164,0.07980762,39,0.0005825642846240582,0.722738158295332
580,22,3901.2323014465073,0.7248496,0.7245644,1.167282798547756,0.080178715,39,0.000583641399273878,0.7239807320939207
581,22,3901.5449014386104,0.72609985,0.7258175,1.1710852722306164,0.08055074,39,0.0005855426361153082,0.7252319589088371
582,22,3901.857501430728,0.7273503,0.72707564,1.1747245604767649,0.080923736,39,0.0005873622802383824,0.726488274106633
583,22,3902.1699014228216,0.7285999,0.72832507,1.1730729189234204,0.081297055,39,0.0005865364594617101,0.7277385324911914
584,22,3902.4825014149246,0.7298504,0.72957844,1.175108157060457,0.081670634,39,0.0005875540785302284,0.7289908813424597
585,22,3902.7951014070277,0.7311006,0.7308269,1.181216388605458,0.082045324,39,0.000590608194302729,0.7302363061161526
586,22,3903.1075013991504,0.73235035,0.7320841,1.181241774197714,0.08242102,39,0.000590620887098857,0.731493474590959
587,22,3903.420101391239,0.73360085,0.73333234,1.1829357863043164,0.08279699,39,0.0005914678931521582,0.732740868055792
588,22,3903.7326013833444,0.7348506,0.7345726,1.187064280856183,0.083173275,39,0.0005935321404280916,0.7339790572570023
589,22,3904.04510137545,0.73610073,0.73582643,1.1879276365679239,0.08355063,39,0.0005939638182839619,0.7352324688866416
590,22,3904.357701367553,0.73735124,0.73708403,1.187302901339791,0.083928384,39,0.0005936514506698956,0.7364903796543716
591,22,3904.6702013596587,0.7386011,0.7383096,1.1898602953589794,0.084306404,39,0.0005949301476794898,0.7377146916632336
592,22,3904.982701351779,0.73985106,0.73956436,1.1906841192623077,0.08468514,39,0.0005953420596311539,0.7389690171284486
593,22,3905.2953013438673,0.74110156,0.7408114,1.1952942168644825,0.085064836,39,0.0005976471084322412,0.7402137604576383
594,22,3905.607801335973,0.74235153,0.74207664,1.1955029732572164,0.0854451,39,0.0005977514866286082,0.7414788838740891
595,22,3905.9203013280785,0.7436014,0.74330944,1.196038943392562,0.08582545,39,0.000598019471696281,0.7427114187569109
596,22,3906.2329013201816,0.7448519,0.7445615,1.197965096809849,0.08620629,39,0.0005989825484049245,0.7439625108483541
597,22,3906.545401312287,0.74610204,0.74581134,1.204381780865976,0.08658815,39,0.000602190890432988,0.7452091523026212
598,22,3906.8579013043927,0.7473518,0.7470683,1.2026738360119822,0.08697067,39,0.000601336918005991,0.7464669490240716
599,22,3907.170501296496,0.74860233,0.74832547,1.205198633545673,0.08735351,39,0.0006025993167728365,0.7477228677929073
600,22,3907.482901288604,0.749852,0.74957854,1.205939256748131,0.0877366,39,0.0006029696283740655,0.7489755659284192
601,22,3907.7955012807215,0.7511023,0.7508225,1.2068835541432978,0.08812032,39,0.0006034417770716489,0.750219042716184
602,22,3908.10810127281,0.75235265,0.7520773,1.2082627904619336,0.088504285,39,0.0006041313952309668,0.7514731500798362
603,22,3908.420501264918,0.7536024,0.75332993,1.2114890705948804,0.08888877,39,0.0006057445352974402,0.7527241881543693
604,22,3908.733101257021,0.75485283,0.75458205,1.2113373213725414,0.089273915,39,0.0006056686606862706,0.7539763788017771
605,22,3909.0457012491242,0.756103,0.75583297,1.2127197585693459,0.089659244,39,0.000606359879284673,0.7552266102630798
606,22,3909.3581012412324,0.7573527,0.7570684,1.2095340020801082,0.09004409,39,0.0006047670010400541,0.756463628613584
607,22,3909.67070123335,0.7586033,0.7583124,1.2160740891544428,0.090429805,39,0.0006080370445772214,0.757704367111154
608,22,3909.9833012254385,0.7598534,0.7595704,1.2161361700708788,0.09081653,39,0.0006080680850354394,0.7589623517033252
609,22,3910.2957012175466,0.7611031,0.7608229,1.2161429984524483,0.09120309,39,0.0006080714992262241,0.7602148206897996
610,22,3910.6083012096497,0.76235366,0.7620715,1.2207307617162293,0.091590635,39,0.0006103653808581147,0.7614611249069226
611,22,3910.9208012017625,0.7636035,0.76332253,1.2214760694217341,0.09197868,39,0.0006107380347108671,0.7627117941422605
612,22,3911.233301193861,0.7648534,0.76456475,1.2197791418545751,0.09236648,39,0.0006098895709272876,0.763954863007808
613,22,3911.545901185964,0.7661039,0.7658345,1.221070453421678,0.09275472,39,0.0006105352267108391,0.7652239750996747
614,22,3911.858301178072,0.76735365,0.7670836,1.2220984544320999,0.09314295,39,0.0006110492272160499,0.7664725360350826
615,22,3912.170901170175,0.7686038,0.7683372,1.2192766394970906,0.093531124,39,0.0006096383197485454,0.767727551831466
616,22,3912.483501162278,0.76985437,0.7695735,1.2229071717043825,0.09391949,39,0.0006114535858521913,0.7689620561072935
617,22,3912.7959011543862,0.77110404,0.77082753,1.2260328584260831,0.0943086,39,0.0006130164292130416,0.7702145153853621
618,22,3913.1085011464893,0.7723542,0.77206904,1.2272249393539632,0.09469849,39,0.0006136124696769816,0.7714554244909249
619,22,3913.4211011385923,0.7736047,0.77331257,1.2287131532761306,0.0950888,39,0.0006143565766380654,0.7726982120879127
620,22,3913.7335011307005,0.7748544,0.7745714,1.2275465282036997,0.09547897,39,0.0006137732641018498,0.7739576454981052
621,22,3914.0461011228035,0.7761048,0.7758386,1.2333028629556253,0.095869854,39,0.0006166514314778126,0.775221962078654
622,22,3914.358701114921,0.777355,0.7770695,1.2298675776194028,0.096261114,39,0.0006149337888097014,0.7764545752405787
623,22,3914.6711011070147,0.7786048,0.77831733,1.2283377307901304,0.096651524,39,0.0006141688653950652,0.7777031634023661
624,22,3914.9837010991178,0.7798552,0.7795707,1.232730270011323,0.09704262,39,0.0006163651350056615,0.7789543336030925
625,22,3915.296301091221,0.78110534,0.78081256,1.2301737199958573,0.09743405,39,0.0006150868599979287,0.7801974746519955
626,22,3915.6087010833435,0.78235507,0.78206795,1.2321979891927928,0.097825214,39,0.0006160989945963964,0.7814518555456563
627,22,3915.921301075432,0.78360564,0.78331584,1.2338039002657837,0.09821723,39,0.0006169019501328918,0.7826989354331374
628,22,3916.2338010675376,0.7848555,0.7845611,1.2333901864816639,0.09860915,39,0.0006166950932408319,0.7839444025286769
629,22,3916.546301059643,0.7861054,0.78580886,1.2359300146967733,0.09900127,39,0.0006179650073483867,0.7851908962482974
630,22,3916.858901051746,0.787356,0.78706884,1.2354704360017745,0.09939396,39,0.0006177352180008873,0.7864511086235518
631,22,3917.171401043852,0.7886059,0.7883311,1.235663760564611,0.099786535,39,0.0006178318802823055,0.7877132595236789
632,22,3917.4839010359574,0.78985584,0.78957367,1.2355789032100342,0.10017926,39,0.000617789451605017,0.7889558799819887
633,22,3917.7965010280604,0.79110634,0.79083484,1.2364718019180945,0.100572184,39,0.0006182359009590472,0.7902166082114372
634,22,3918.1090010201733,0.79235643,0.79206944,1.2368789092056751,0.100965254,39,0.0006184394546028375,0.7914509956650261
635,22,3918.4215010122716,0.7936062,0.79331744,1.2360437119654115,0.101358265,39,0.0006180218559827058,0.7926994153159533
636,22,3918.7341010043747,0.7948567,0.7945809,1.2399056132468989,0.10175184,39,0.0006199528066234495,0.7939609240206166
637,22,3919.046500996483,0.7961064,0.7958149,1.2386854580727267,0.10214528,39,0.0006193427290363633,0.7951955290589885
638,22,3919.359100988586,0.7973566,0.7970778,1.2362880688565716,0.10253855,39,0.0006181440344282858,0.7964596309670976
639,22,3919.671700980689,0.798607,0.79831845,1.2391436278353787,0.10293174,39,0.0006195718139176893,0.7976988738686079
640,22,3919.984100972797,0.7998567,0.7995656,1.2373020854041545,0.10332504,39,0.0006186510427020772,0.7989469622271038
641,22,3920.2967009649146,0.80110717,0.80082566,1.2382300374250619,0.10371858,39,0.0006191150187125309,0.8002065404416452
642,22,3920.609300957003,0.8023574,0.8020478,1.2384561277723098,0.10411221,39,0.0006192280638861549,0.8014285610329461
643,22,3920.9217009491113,0.8036071,0.8033095,1.2382253089803044,0.10450565,39,0.0006191126544901522,0.8026903875629476
644,22,3921.2343009412143,0.8048577,0.80456257,1.2389826007318163,0.10489955,39,0.0006194913003659082,0.8039430773641849
645,22,3921.5469009333174,0.80610776,0.8058064,1.2372082814108047,0.10529325,39,0.0006186041407054023,0.8051877942510183
646,22,3921.8593009254255,0.8073575,0.8070624,1.2406475147734746,0.10568667,39,0.0006203237573867373,0.8064420637090439
647,22,3922.171900917543,0.808608,0.8083217,1.2401572360497903,0.10608098,39,0.0006200786180248952,0.8077016357832202
648,22,3922.484400909634,0.80985785,0.80957186,1.2414195736913793,0.10647539,39,0.0006207097868456896,0.8089511524339185
649,22,3922.7969009017397,0.8111078,0.810843,1.243201269459818,0.1068702,39,0.000621600634729909,0.8102213902405142
650,22,3923.109500893843,0.8123584,0.8120812,1.2402437486182798,0.10726499,39,0.0006201218743091399,0.811461095891499
651,22,3923.4220008859556,0.81360835,0.8133208,1.238541092799199,0.10765887,39,0.0006192705463995995,0.8127015450168023
652,22,3923.734500878054,0.81485826,0.81457984,1.238468513943416,0.1080526,39,0.000619234256971708,0.8139606102178207
653,22,3924.047100870157,0.81610876,0.8158048,1.238949577548599,0.108446345,39,0.0006194747887742995,0.8151853047407972
654,22,3924.359500862265,0.8173584,0.8170518,1.2403964077932912,0.10883995,39,0.0006201982038966456,0.8164316297036656
655,22,3924.672100854368,0.8186086,0.8183054,1.2370993117468565,0.109233715,39,0.0006185496558734283,0.8176868235359601
656,22,3924.984700846486,0.8198591,0.8195545,1.2376382620922186,0.10962722,39,0.0006188191310461093,0.8189356886013452
657,22,3925.2971008385794,0.8211087,0.82080513,1.2416649800855968,0.1100211,39,0.0006208324900427984,0.8201842998990259
658,22,3925.6097008306824,0.822359,0.8220564,1.2407143850655444,0.11041557,39,0.0006203571925327723,0.8214360555043057
659,22,3925.9223008227855,0.8236094,0.8233137,1.238207306813809,0.11080973,39,0.0006191036534069045,0.8226946094203236
660,22,3926.234700814908,0.8248592,0.82456243,1.2385512387620103,0.11120301,39,0.0006192756193810052,0.8239431547623939
661,22,3926.5473008069966,0.8261095,0.82581747,1.2393061711142153,0.11159656,39,0.0006196530855571076,0.8251978126966084
662,22,3926.8599007991143,0.8273598,0.82707363,1.2394180705215696,0.111990556,39,0.0006197090352607848,0.8264539246355461
663,22,3927.172300791208,0.8286095,0.82831925,1.2367960527860653,0.11238392,39,0.0006183980263930327,0.8277008535109299
664,22,3927.484900783311,0.82986,0.82957244,1.2399555562244844,0.11277751,39,0.0006199777781122422,0.8289524614156133
665,22,3927.7974007754165,0.8311098,0.83081406,1.24057675855763,0.11317133,39,0.0006202883792788149,0.8301937751697629
666,22,3928.1099007675366,0.8323599,0.83207536,1.2394680903336712,0.11356479,39,0.0006197340451668356,0.831455623391967
667,22,3928.422500759625,0.8336104,0.8333181,1.2360074673710564,0.11395811,39,0.0006180037336855282,0.8327001105470152
668,22,3928.7350007517307,0.8348602,0.83456177,1.2375577746589395,0.11435112,39,0.0006187788873294697,0.8339429863066098
669,22,3929.0475007438363,0.83611023,0.83582264,1.2376134545128465,0.114744246,39,0.0006188067272564232,0.8352038351222614
670,22,3929.3601007359393,0.8373606,0.83706254,1.2379666920881682,0.11513762,39,0.0006189833460440842,0.8364435543240915
671,22,3929.672600728045,0.8386107,0.8383254,1.2330134378762736,0.11553037,39,0.0006165067189381368,0.8377088745600536
672,22,3929.9851007201505,0.83986044,0.839571,1.235666551688098,0.11592281,39,0.000617833275844049,0.8389531658696637
673,22,3930.2977007122536,0.84111106,0.8408066,1.2371214940637785,0.11631565,39,0.0006185607470318892,0.8401880426846697
674,22,3930.6102007043664,0.8423612,0.842061,1.2383728891010257,0.11670845,39,0.0006191864445505128,0.8414417967364493
675,22,3930.9227006964793,0.8436109,0.8433188,1.2358241219749164,0.11710119,39,0.0006179120609874582,0.8427009079387073
676,22,3931.235300688568,0.8448614,0.8445626,1.2346291756092196,0.1174936,39,0.0006173145878046098,0.8439452755344183
677,22,3931.547700680676,0.8461112,0.84582114,1.235480210496343,0.11788572,39,0.0006177401052481715,0.8452034020914071
678,22,3931.860300672779,0.8473613,0.84708244,1.2369791463853375,0.11827829,39,0.0006184895731926687,0.8464639465115547
679,22,3932.172900664882,0.84861183,0.8483326,1.2320043638486915,0.1186703,39,0.0006160021819243457,0.847716581722342
680,22,3932.48530065699,0.8498615,0.8495828,1.2314512708112308,0.11906144,39,0.0006157256354056154,0.8489670656930246
681,22,3932.7979006491078,0.8511118,0.8508181,1.2319129317638478,0.11945266,39,0.0006159564658819238,0.8502021411255182
682,22,3933.1105006411963,0.85236216,0.85207444,1.231130027783923,0.119843684,39,0.0006155650138919615,0.8514588792800839
683,22,3933.4229006333044,0.8536118,0.8533297,1.2313941863762743,0.120234765,39,0.0006156970931881371,0.8527140210197575
684,22,3933.7355006254074,0.8548623,0.8545694,1.2316888377141613,0.12062614,39,0.0006158444188570807,0.853953531096127
685,22,3934.0480006175203,0.8561122,0.8558212,1.23127702673181,0.12101725,39,0.0006156385133659051,0.855205553751191
686,22,3934.3605006096186,0.85736215,0.8570617,1.2303459820577753,0.12140816,39,0.0006151729910288876,0.8564465111405934
687,22,3934.6731006017217,0.8586128,0.85832757,1.2265959041570031,0.121798664,39,0.0006132979520785016,0.8577142696252835
688,22,3934.9856005938273,0.8598627,0.8595744,1.2286791463757893,0.12218869,39,0.0006143395731878947,0.8589600379635858
689,22,3935.298100585933,0.8611126,0.86081576,1.2283049483857305,0.12257894,39,0.0006141524741928652,0.8602016109993179
690,22,3935.610700578036,0.8623631,0.86206996,1.2265245483501133,0.122968994,39,0.0006132622741750566,0.8614567021346995
691,22,3935.9232005701488,0.86361307,0.86331713,1.2239654220504157,0.12335841,39,0.0006119827110252079,0.8627051492851295
692,22,3936.235700562247,0.8648629,0.864561,1.224277862817103,0.12374719,39,0.0006121389314085514,0.8639488823965639
693,22,3936.54830055435,0.8661134,0.8658233,1.2251133590714502,0.12413612,39,0.0006125566795357251,0.8652107718154899
694,22,3936.8608005464557,0.86736345,0.8670684,1.2215834860345873,0.12452459,39,0.0006107917430172937,0.8664576181767215
695,22,3937.1733005385613,0.86861336,0.8683209,1.2220461735067865,0.12491261,39,0.0006110230867533932,0.8677098592336506
696,22,3937.485900530679,0.86986387,0.8695644,1.2212353541728334,0.12530081,39,0.0006106176770864167,0.8689537963472667
697,22,3937.7983005227725,0.87111354,0.8708217,1.2221666802606421,0.12568869,39,0.000611083340130321,0.8702106310611148
